Iteration,train_loss,train_acc,test_loss,test_acc
1,0.6152478234648137,0.8053478020923314,3.834047897908606,0.5553414096916299
2,0.06378744194460696,0.9793598233995585,4.632215716071902,0.5940253303964758
3,0.039522783340521374,0.9875275938189846,2.759857139999672,0.6474394273127754
4,0.029645225175720668,0.9907422737306844,3.652991016816144,0.6493667400881057
5,0.021016606499277498,0.9938603752759382,3.0171201761154354,0.6943144273127754
6,0.021526155894828904,0.9935844370860927,3.4523481399554505,0.6903221365638766
7,0.017349585850416786,0.995212472406181,3.758269690442376,0.6294741189427313
8,0.014920403809003321,0.9959023178807948,3.250769278349754,0.6905286343612335
9,0.01667434671250159,0.9959383098186007,3.7628906584505826,0.7105589207048458
10,0.012780879730161806,0.9968129139072848,5.51121765843452,0.7092511013215859
11,0.010282202248576068,0.9974751655629139,3.255922340089569,0.6523265418502202
12,0.013702859200306398,0.9964541942604856,3.9066265909532634,0.6894273127753304
13,0.011714701068253942,0.9974613686534216,3.6851274083686034,0.6949339207048458
14,0.011871621555999624,0.9974475717439294,3.56397929844477,0.7084251101321586
15,0.011019812800513331,0.9974475717439294,4.70554950809757,0.7553001101321586
16,0.013650423003208073,0.9974337748344371,3.6234465438842434,0.7875137665198237
17,0.012737338812650928,0.9972682119205298,4.131022739511408,0.7418089207048458
18,0.0098708020331448,0.9979856512141281,3.1647828254657546,0.7978386563876652
19,0.012231614249638215,0.9978752759381898,5.078424884241988,0.7411205947136564
20,0.013019492222425618,0.9974613686534216,4.570261125106391,0.7858617841409692
21,0.01221071830085373,0.9979304635761589,5.0234421147538795,0.7625963656387665
22,0.014734084969462633,0.997530353200883,6.888632673218068,0.7071861233480177
23,0.011237393564031356,0.9980960264900662,3.0417730038673554,0.7963931718061674
24,0.007572828760204538,0.9985459257126404,5.669921120422956,0.7456635462555066
25,0.012466973832817342,0.9977924944812362,7.363871887568396,0.6780699339207048
26,0.011642685048707717,0.9980960264900662,3.200252670376206,0.7796668502202643
27,0.01005445329808947,0.9983719646799117,9.436014398405321,0.7082874449339207
28,0.014786421211865313,0.9977373068432671,4.312628783652998,0.8155974669603524
29,0.010059940998555679,0.9983719646799117,5.892994518593382,0.7205396475770925
30,0.01371080675203695,0.9979940493329494,5.533106644145856,0.721159140969163
31,0.009628452036147985,0.9987168874172185,5.404991117272019,0.7564702643171806
32,0.013809803418357473,0.9978614790286976,7.963647592222175,0.7444245594713657
33,0.011886517233757957,0.998440949227373,5.265614889469879,0.766795154185022
34,0.010927678532870915,0.9984685430463576,5.333520239429952,0.7832461453744494
35,0.016027686027824666,0.9977649006622517,14.749376858231212,0.6437224669603524
36,0.00928341229913824,0.9987858719646799,8.349468965825096,0.7532351321585903
37,0.01259262685743892,0.9985789183222958,7.004011378478598,0.751170154185022
38,0.01282043169217544,0.9985237306843268,11.475858177593338,0.7725082599118943
39,0.016470121500607875,0.9982753863134658,9.690672792018233,0.7515831497797357
40,0.012175346784813502,0.9985789183222958,6.426649060227343,0.7951541850220264
41,0.007650348055191245,0.9988686534216336,7.130973879689661,0.7893722466960352
42,0.01744076588833507,0.9982064017660044,6.634222984294631,0.7429790748898678
43,0.009708976524764398,0.9989100441501104,5.127512181063069,0.7530286343612335
44,0.015022976336239696,0.9985651214128035,3.8585088511144385,0.81119218061674
45,0.006118432824512232,0.9992135761589404,5.779714505243225,0.77994218061674
46,0.013533938109744077,0.9986203090507726,4.749913576649131,0.8386563876651982
47,0.010443132377773556,0.9990564113638545,7.412244314864825,0.7529598017621145
48,0.012420731822321994,0.9987582781456954,11.464957583265903,0.736784140969163
49,0.01000064597383832,0.9988962472406181,9.455539166379126,0.759705396475771
50,0.0198909927098552,0.9983719646799117,11.803094985180453,0.7874449339207048
51,0.01353934807956595,0.9990756070640177,9.260982087933732,0.8069933920704846
52,0.025798601644867688,0.9982201986754967,21.277016395660006,0.7160655286343612
53,0.01564277445222056,0.9986479028697571,8.11632199378023,0.8291574889867841
54,0.018303489364570928,0.9987858719646799,6.661977454486354,0.8429240088105727
55,0.0095151074774897,0.9989790286975717,10.880994926190002,0.7230176211453745
56,0.02124289964828676,0.9986616997792495,9.147767284590238,0.8166987885462555
57,0.015599489756904816,0.9987168874172185,22.34986468872183,0.7272852422907489
58,0.015339224348127041,0.9987996688741722,14.395094557390621,0.7890969162995595
59,0.016608942928394568,0.9988962472406181,16.579259181727256,0.766795154185022
60,0.015058144327085793,0.9990342163355408,8.12315423091009,0.7873761013215859
61,0.013572537050912693,0.998841059602649,15.91520033964336,0.7498623348017621
62,0.025506357508277823,0.9986065121412804,19.65461683796239,0.7413270925110133
63,0.011328513546149261,0.9991445916114791,14.00007997877238,0.7888904185022027
64,0.017009967783347627,0.9990066225165563,8.2485299147691,0.8319107929515418
65,0.026017989793853478,0.9987720750551876,15.56503088384567,0.7758122246696035
66,0.01255091774606774,0.9990618101545253,7.847821320386073,0.8180754405286343
67,0.013871895865290723,0.9993239514348786,11.501849439714984,0.7543364537444934
68,0.016838510461122384,0.9990204194260486,12.881789446657491,0.8063050660792952
69,0.013469543782403611,0.9991445916114791,11.697838218115423,0.8080947136563876
70,0.0262760863216423,0.998841059602649,23.999683253966083,0.7712004405286343
71,0.01119346707650084,0.9992687637969095,24.83707563465269,0.6873623348017621
72,0.021733865603912716,0.9989790286975717,12.42537610130034,0.8150468061674009
